iter	Logloss
387	0.1719862793
388	0.1719313332
389	0.1718526072
390	0.1717940942
391	0.1717277085
392	0.1716239416
393	0.1715818223
394	0.1715128244
395	0.1714317565
396	0.1713349434
397	0.1712504525
398	0.1711452263
399	0.1710743549
400	0.171015986
401	0.1709828022
402	0.1709268653
403	0.1708662986
404	0.1707983816
405	0.1707385535
406	0.170666403
407	0.1705853351
408	0.1705084286
409	0.1704495012
410	0.1703333759
411	0.1702622523
412	0.1702098283
413	0.170164034
414	0.1700547544
415	0.170006618
416	0.1699432769
417	0.1699105795
418	0.1698153517
419	0.1697205022
420	0.1696026294
421	0.1695504037
422	0.1694919987
423	0.1694402774
424	0.169362362
425	0.1693272326
426	0.1692562171
427	0.1691456044
428	0.1690655092
429	0.1690049064
430	0.1689433669
431	0.1689111559
432	0.1688157839
433	0.168735941
434	0.1686925426
435	0.1686279765
436	0.1685375227
437	0.1684792979
438	0.1684264416
439	0.1683921949
440	0.1683687212
441	0.1682618917
442	0.1681815804
443	0.168069022
444	0.1679803517
445	0.1679366471
446	0.1679178573
447	0.1678944737
448	0.1677960933
449	0.1677497044
450	0.1676658982
451	0.1676069528
452	0.1675471606
453	0.1674535182
454	0.1674109665
455	0.1673285834
456	0.1672872748
457	0.1672505601
458	0.1672311758
459	0.1671826972
460	0.1671378396
461	0.1670811461
462	0.1670277853
463	0.1669366469
464	0.166862731
465	0.1668182157
466	0.1667323377
467	0.1667082695
468	0.1666456491
469	0.1666104295
470	0.1665183183
471	0.1664781447
472	0.1664157404
473	0.1663955815
474	0.1663268358
475	0.1662942826
476	0.1662601259
477	0.1661880655
478	0.1661071057
479	0.1660335861
480	0.1659579947
481	0.1658828897
482	0.165833024
483	0.1657552888
484	0.1656976585
485	0.165660115
486	0.1655947202
487	0.165575372
488	0.1654940879
489	0.1654833148
490	0.165435719
491	0.1654095971
492	0.1653358613
493	0.1652800685
494	0.1652125479
495	0.1651928394
496	0.1651293181
497	0.1650853973
498	0.1650177687
499	0.1649231714
500	0.1648513812
501	0.1647725832
502	0.1647314727
503	0.1646813547
504	0.1646676092
505	0.1645953866
506	0.1645758222
507	0.1645391615
508	0.1644834949
509	0.1644175055
510	0.1642266176
511	0.1641489725
512	0.1640626621
513	0.1639726947
514	0.1639282335
515	0.1639034627
516	0.1638120721
517	0.1637497759
518	0.1637246088
519	0.163700937
520	0.1636697708
521	0.1636076187
522	0.1635583294
523	0.1634967538
524	0.1634462035
525	0.1634204058
526	0.163374017
527	0.1633205662
528	0.1632433534
529	0.1631945505
530	0.1631422167
531	0.1631148157
532	0.1630695438
533	0.1630044912
534	0.1629537607
535	0.1628440668
536	0.1628015331
537	0.1627573961
538	0.1626979283
539	0.162639163
540	0.1625899818
541	0.162560419
542	0.1624877461
543	0.1624430507
544	0.1623928426
545	0.1623415176
546	0.1622532976
547	0.1621941541
548	0.1621652038
549	0.1621163468
550	0.1620701922
551	0.162025911
552	0.1619963483
553	0.1619832153
554	0.1619341601
555	0.1618811057
556	0.1618140355
557	0.1617500999
558	0.1617058368
559	0.161663105
560	0.1616265703
561	0.1615719125
562	0.1614851698
563	0.1614283142
564	0.1613817451
565	0.1613514798
566	0.1612935792
567	0.1612204019
568	0.1611898303
569	0.161145333
570	0.1610818838
571	0.1610300904
572	0.1609863497
573	0.1609668214
574	0.1609134967
575	0.1608947249
576	0.1608533803
577	0.1608033704
578	0.1607520454
579	0.1607346968
580	0.160625111
581	0.160614464
582	0.1605586353
583	0.1604978163
584	0.1604373576
585	0.1603901941
586	0.1602968759
587	0.1602379124
588	0.1602074489
589	0.1601780663
590	0.1601315153
591	0.1600406651
592	0.1600223618
593	0.1599640289
594	0.1599357452
595	0.1599049754
596	0.1598702243
597	0.1598057482
598	0.1597412542
599	0.1597179246
600	0.1596995492
601	0.1596541872
602	0.1595929539
603	0.1595748667
604	0.1595308198
605	0.159490484
606	0.1594464191
607	0.159362829
608	0.1593346534
609	0.1592970919
610	0.1592504868
611	0.1591487736
612	0.159076497
613	0.1590133
614	0.1589635784
615	0.1589526252
616	0.1588918963
617	0.1588352388
618	0.1588025414
619	0.1587587467
620	0.158719762
621	0.1586821105
622	0.1586464766
623	0.1586005561
624	0.1585461325
625	0.1585267663
626	0.1584789182
627	0.1584110373
628	0.1583895092
629	0.1583382022
630	0.1583037934
631	0.1582718526
632	0.1582328679
633	0.1581643925
634	0.1580947101
635	0.1580697592
636	0.1580091744
637	0.1579687125
638	0.1578740432
639	0.1578143952
640	0.157742623
641	0.1577152761
642	0.1576783632
643	0.1576100859
644	0.1575537347
645	0.1574760896
646	0.1574222065
647	0.1573895451
648	0.1573580367
649	0.157315413
650	0.1572905161
651	0.1572405602
652	0.1572095202
653	0.1571871815
654	0.1571094103
655	0.1570208661
656	0.1569716849
657	0.1569233323
658	0.1568814292
659	0.1568166109
660	0.1567718974
661	0.1567107902
662	0.1566465844
663	0.1565946108
664	0.1565314319
665	0.1565145878
666	0.1564487065
667	0.1563956701
668	0.156374106
669	0.1562335342
670	0.156167635
671	0.1561229936
672	0.1560719207
673	0.1560243068
674	0.1560011754
675	0.155958876
676	0.1558806544
677	0.1558525149
678	0.1558195472
679	0.1557613584
680	0.1557455052
681	0.1557165009
682	0.1556596452
683	0.1556086985
684	0.1555635887
685	0.1555083544
686	0.1554400411
687	0.155383744
688	0.1553250327
689	0.155282391
690	0.1552292465
691	0.1551002043
692	0.1550393493
693	0.1550002385
694	0.1549419597
695	0.1549047765
696	0.1548335628
697	0.1547784186
698	0.1547573049
699	0.1547410733
700	0.1547138165
701	0.1546745796
702	0.1546324963
703	0.1545997088
704	0.1545526894
705	0.1545004817
706	0.1544660368
707	0.1544507239
708	0.1544034884
709	0.1543508122
710	0.1543279691
711	0.1542800489
712	0.1541555465
713	0.1540943853
714	0.1540407183
715	0.1539499762
716	0.1539052988
717	0.1538540278
718	0.1537345877
719	0.1537030973
720	0.1536483675
721	0.1536293255
722	0.1535721636
723	0.1535242795
724	0.153472486
725	0.1534101718
726	0.1533651701
727	0.1533510282
728	0.1533163672
729	0.1532694559
730	0.1532509183
731	0.1532191037
732	0.1531686254
733	0.1531378736
734	0.1530876835
735	0.1530652367
736	0.1530098583
737	0.1529608032
738	0.1529433646
739	0.1529107572
740	0.1528904542
741	0.1528515596
742	0.1528382104
743	0.1528063958
744	0.1527376321
745	0.1526810647
746	0.1526681299
747	0.1526247855
748	0.1525958533
749	0.1525606518
750	0.1525197755
751	0.1525081738
752	0.1524520207
753	0.1524214491
754	0.152380753
755	0.1523133585
756	0.1522957578
757	0.1522844083
758	0.1522230849
759	0.1521448813
760	0.152100366
761	0.1520716499
762	0.1520517433
763	0.1520079846
764	0.1519527683
765	0.1519146484
766	0.1518673767
767	0.1517929383
768	0.1517811745
769	0.1517426762
770	0.1516977646
771	0.1516871897
772	0.1516545283
773	0.1516095266
774	0.1515722354
775	0.1515278101
776	0.1514814032
777	0.1514776201
778	0.1514541284
779	0.1513872563
780	0.1513537122
781	0.1513225821
782	0.15129619
783	0.1512428473
784	0.1512106003
785	0.1511752546
786	0.1511344324
787	0.1510812879
788	0.1510522475
789	0.1509994363
790	0.150972819
791	0.1509264121
792	0.1508580628
793	0.1508100796
794	0.1507823093
795	0.1507189682
796	0.1506842981
797	0.1506222451
798	0.1505947811
799	0.1505690646
800	0.1505265759
801	0.1504934822
802	0.1504836099
803	0.1504319516
804	0.1503888865
805	0.1503613595
806	0.1503284459
807	0.1502824804
808	0.1502227513
809	0.1501967105
810	0.1501346845
811	0.1501048785
812	0.1500469239
813	0.1499903475
814	0.1499591634
815	0.1499294745
816	0.1499049289
817	0.1498667459
818	0.149841831
819	0.1498009638
820	0.1497488821
821	0.1497253994
822	0.1496907384
823	0.1496524203
824	0.1496354951
825	0.149611526
826	0.1495686501
827	0.149524396
828	0.149489816
829	0.1494575329
830	0.1494219441
831	0.1493897601
832	0.1493399934
833	0.1493053774
834	0.1492772648
835	0.1492343799
836	0.1491910896
837	0.1491615719
838	0.1490816119
839	0.1490407446
840	0.1489786556
841	0.1489558575
842	0.1489106666
843	0.1488674484
844	0.1488377775
845	0.1487734095
846	0.1487451438
847	0.1486884503
848	0.1486779115
849	0.1486372424
850	0.148603365
851	0.1485493558
852	0.1484877982
853	0.1484516328
854	0.148404136
855	0.1483689976
856	0.1483091694
857	0.1482504132
858	0.1482285429
859	0.1481954401
860	0.148178569
861	0.1481646793
862	0.1481159485
863	0.1480888448
864	0.1480420956
865	0.1479834474
866	0.1479488044
867	0.1479154404
868	0.1478763207
869	0.1478664754
870	0.1478205369
871	0.1477646721
872	0.1477354246
873	0.1476878557
874	0.1476546539
875	0.1476194163
876	0.1476098503
877	0.1475564536
878	0.1475143703
879	0.1474768448
880	0.1474401661
881	0.1474150981
882	0.1473782662
883	0.1473439835
884	0.1472965677
885	0.1472328303
886	0.1472120319
887	0.1471722365
888	0.1471378277
889	0.1471022479
890	0.1470540485
891	0.1470485539
892	0.1470070381
893	0.1469541367
894	0.1469146476
895	0.1468568642
896	0.1468132947
897	0.1467557725
898	0.1467197603
899	0.1466846849
900	0.1466423314
901	0.1465916639
902	0.1465516794
903	0.1465207385
904	0.1464858883
905	0.1464571542
906	0.1464313746
907	0.1464061084
908	0.1463737263
909	0.1463272743
910	0.1462903254
911	0.1462495842
912	0.1461869817
913	0.1461493752
914	0.1461408811
915	0.1461032205
916	0.1460466261
917	0.1460100374
918	0.1459828256
919	0.1459442103
920	0.1459360044
921	0.1459001093
922	0.1458718616
923	0.1458241396
924	0.1457755169
925	0.1457450353
926	0.1457203997
927	0.1456726957
928	0.1456200466
929	0.1455815303
930	0.1455282326
931	0.1455181081
932	0.1454838344
933	0.1454340857
934	0.145398695
935	0.145360413
936	0.1453111417
937	0.1452688512
938	0.1452550246
939	0.1452170308
940	0.1451915754
941	0.1451446281
942	0.1450926726
943	0.1450734865
944	0.1450293134
945	0.144977466
946	0.1449336172
947	0.1448997849
948	0.1448737891
949	0.1448416502
950	0.14479854
951	0.1447450442
952	0.1447259752
953	0.1446955837
954	0.1446573557
955	0.1446495191
956	0.1446093545
957	0.144565902
958	0.1445430409
959	0.1445042724
960	0.1444766102
961	0.1444464529
962	0.1444282937
963	0.1443935156
964	0.1443691141
965	0.1443241664
966	0.1443112316
967	0.1442748051
968	0.144230614
969	0.1441916654
970	0.1441641563
971	0.1441582294
972	0.144129171
973	0.1441080033
974	0.1440645869
975	0.1440137843
976	0.1439688186
977	0.1439423995
978	0.1438971005
979	0.1438441001
980	0.1437866499
981	0.1437716253
982	0.1437397026
983	0.1437124187
984	0.1436785954
985	0.1436375209
986	0.1435923931
987	0.143586304
988	0.1435525077
989	0.1435176124
990	0.1434628105
991	0.1434466149
992	0.1434083869
993	0.1433618178
994	0.1433325163
995	0.1432983236
996	0.1432664279
997	0.1432447737
998	0.1432004746
999	0.1431688581
